fullname,type,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
25A,46,5,13,11,22,18,33,59.72,137.61,4.23,582.19,32.34,0.0459,0,18,18,0.0,56.57,56.57
25A,47,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,12,12,0.0,64.86,64.86
25A,48,5,12,11,22,17,33,54.63,134.89,4.58,618.23,34.35,0.045,0,17,17,0.0,57.03,57.03
25A,49,3,8,6,12,11,18,28.75,62.27,2.25,140.11,7.78,0.0208,0,14,14,0.0,61.49,61.49
25A,50,4,9,7,14,13,21,36.53,77.71,3.11,241.76,13.43,0.0259,0,11,11,0.0,62.97,62.97
25A,51,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,15,12,0.0,63.9,63.9
25A,52,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,13,13,0.0,63.02,63.02
25A,53,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,6,6,0.0,71.29,71.29
25A,54,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,16,12,0.0,64.72,64.72
25A,55,5,13,11,22,18,33,59.72,137.61,4.23,582.19,32.34,0.0459,0,21,20,0.0,55.57,55.57
25A,56,4,12,6,12,16,18,51.02,72.0,2.0,144.0,8.0,0.024,0,19,17,0.0,59.21,59.21
25A,57,4,20,14,27,24,41,94.44,187.98,2.7,507.56,28.2,0.0627,0,13,13,0.0,58.84,58.84
25A,58,6,23,18,32,29,50,119.55,242.9,4.17,1013.84,56.32,0.081,0,13,13,0.0,57.65,57.65
25A,59,4,15,10,20,19,30,66.6,127.44,2.67,339.83,18.88,0.0425,0,12,12,0.0,61.04,61.04
25A,60,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,13,13,0.0,63.02,63.02
25A,61,5,22,15,30,27,45,109.72,213.97,3.41,729.44,40.52,0.0713,0,10,12,0.0,59.33,59.33
25A,62,5,16,11,22,21,33,75.61,144.95,3.44,498.25,27.68,0.0483,0,11,11,0.0,61.34,61.34
25A,63,5,10,11,22,15,33,44.83,128.93,5.5,709.1,39.39,0.043,0,22,20,0.0,55.63,55.63
25A,64,5,11,6,12,16,18,49.66,72.0,2.73,196.36,10.91,0.024,0,16,16,0.0,60.06,60.06
25A,65,6,24,20,38,30,58,125.55,284.6,4.75,1351.85,75.1,0.0949,0,13,12,0.0,58.2,58.2
25A,66,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,5,5,0.0,74.19,74.19
25A,67,5,17,11,22,22,33,81.1,147.16,3.24,476.11,26.45,0.0491,0,12,12,0.0,60.47,60.47
25A,68,4,11,9,18,15,27,46.05,105.49,3.27,345.23,19.18,0.0352,0,15,15,0.0,59.1,59.1
25A,69,4,11,9,18,15,27,46.05,105.49,3.27,345.23,19.18,0.0352,0,16,15,0.0,59.1,59.1
25A,70,5,14,11,22,19,33,64.91,140.18,3.93,550.71,30.6,0.0467,0,12,12,0.0,60.62,60.62
25A,71,5,10,10,20,15,30,44.83,117.21,5.0,586.03,32.56,0.0391,0,18,17,0.0,57.46,57.46
25A,72,4,18,14,28,22,42,83.06,187.3,3.11,582.7,32.37,0.0624,0,15,15,0.0,57.63,57.63
25A,73,4,12,11,22,16,33,51.02,132.0,3.67,484.0,26.89,0.044,0,17,17,0.0,57.23,57.23
25A,74,4,9,7,14,13,21,36.53,77.71,3.11,241.76,13.43,0.0259,0,14,14,0.0,60.82,60.82
25A,75,4,10,9,18,14,27,41.22,102.8,3.6,370.07,20.56,0.0343,0,19,19,0.0,56.81,56.81
25A,76,4,11,7,14,15,21,46.05,82.04,2.55,208.84,11.6,0.0273,0,15,13,0.0,61.63,61.63
25A,77,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,6,6,0.0,71.56,71.56
25A,78,7,16,11,22,23,33,83.65,149.28,4.81,718.4,39.91,0.0498,0,6,7,0.0,65.4,65.4
25A,79,4,11,8,16,15,24,46.05,93.77,2.91,272.77,15.15,0.0313,0,16,16,0.0,58.71,58.71
25A,80,3,8,6,12,11,18,28.75,62.27,2.25,140.11,7.78,0.0208,0,17,15,0.0,61.11,61.11
25A,81,5,14,18,36,19,54,64.91,229.39,6.43,1474.64,81.92,0.0765,0,30,29,0.0,50.09,50.09
25A,82,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,10,11,0.0,66.59,66.59
25A,83,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,7,7,0.0,69.01,69.01
25A,84,7,12,13,25,19,38,62.67,161.42,7.29,1177.03,65.39,0.0538,0,12,16,0.0,57.06,57.06
25A,85,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,7,7,0.0,70.1,70.1
25A,86,4,16,12,24,20,36,72.0,155.59,3.0,466.77,25.93,0.0519,0,14,14,0.0,58.84,58.84
25A,87,4,15,10,20,19,30,66.6,127.44,2.67,339.83,18.88,0.0425,0,12,12,0.0,60.91,60.91
25A,88,5,9,6,12,14,18,40.14,68.53,3.33,228.44,12.69,0.0228,0,8,8,0.0,66.5,66.5
25A,89,3,10,10,20,13,30,37.97,111.01,3.0,333.04,18.5,0.037,0,18,18,0.0,57.09,57.09
25A,90,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,3,3,0.0,78.12,78.12
25A,91,5,12,11,22,17,33,54.63,134.89,4.58,618.23,34.35,0.045,0,16,16,0.0,57.74,57.74
25A,92,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,17,17,0.0,59.35,59.35
25A,93,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,0,16,14,0.0,59.95,59.95
25A,94,7,67,63,132,74,195,426.08,1210.84,6.9,8349.4,463.86,0.4036,0,11,11,0.0,53.01,53.01
25A,95,4,9,5,10,13,15,36.53,55.51,2.22,123.35,6.85,0.0185,0,15,12,0.0,63.57,63.57
25A,96,3,8,6,12,11,18,28.75,62.27,2.25,140.11,7.78,0.0208,0,13,13,0.0,62.6,62.6
25A,97,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,17,15,13.33,80.74,80.74
25A,98,4,9,9,18,13,27,36.53,99.91,4.0,399.65,22.2,0.0333,0,15,15,0.0,59.27,59.27
25A,99,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,21,17,0.0,59.35,59.35
25A,100,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,7,6,0.0,70.61,70.61
25A,101,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,14,13,0.0,63.02,63.02
25A,102,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,10,10,0.0,66.44,66.44
25A,103,5,13,12,24,18,36,59.72,150.12,4.62,692.85,38.49,0.05,0,24,18,11.11,75.06,75.06
25A,104,4,14,9,18,18,27,61.3,112.59,2.57,289.51,16.08,0.0375,0,11,8,57.14,94.1,94.1
25A,105,4,14,9,17,18,26,61.3,108.42,2.43,263.3,14.63,0.0361,5,19,16,0.0,58.68,58.68
25A,106,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,3,3,0.0,79.17,79.17
25A,107,8,15,18,35,23,53,82.6,239.75,9.33,2237.66,124.31,0.0799,0,29,25,0.0,51.5,51.5
25A,108,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,7,7,0.0,69.14,69.14
25A,109,4,11,10,20,15,30,46.05,117.21,3.64,426.21,23.68,0.0391,0,18,18,0.0,57.05,57.05
25A,110,4,8,6,12,12,18,32.0,64.53,3.0,193.59,10.75,0.0215,0,18,13,0.0,62.36,62.36
25A,111,4,8,7,14,12,21,32.0,75.28,3.5,263.49,14.64,0.0251,0,17,17,0.0,59.48,59.48
25A,112,4,12,11,22,16,33,51.02,132.0,3.67,484.0,26.89,0.044,0,20,20,0.0,55.56,55.56
25A,113,5,28,23,46,33,69,146.22,348.06,4.11,1429.55,79.42,0.116,7,43,40,0.0,44.83,44.83
25A,114,4,11,13,20,15,33,46.05,128.93,3.64,468.83,26.05,0.043,0,23,23,0.0,54.71,54.71
25A,115,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,19,17,0.0,59.35,59.35
25A,116,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,7,8,0.0,68.82,68.82
25A,117,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,6,6,0.0,70.61,70.61
25A,118,4,8,6,12,12,18,32.0,64.53,3.0,193.59,10.75,0.0215,0,19,19,0.0,58.76,58.76
25A,119,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,13,5,150.0,89.74,89.74
25A,120,4,12,13,26,16,39,51.02,156.0,4.33,676.0,37.56,0.052,0,25,25,0.0,52.8,52.8
25A,121,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,6,6,0.0,71.56,71.56
25A,122,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,13,13,0.0,63.15,63.15
25A,123,5,13,12,24,18,36,59.72,150.12,4.62,692.85,38.49,0.05,0,19,19,0.0,55.92,55.92
25A,124,6,15,12,23,21,35,74.11,153.73,4.6,707.16,39.29,0.0512,0,9,9,0.0,62.8,62.8
25A,125,5,16,12,23,21,35,75.61,153.73,3.59,552.47,30.69,0.0512,0,14,14,0.0,58.88,58.88
25A,126,4,9,5,10,13,15,36.53,55.51,2.22,123.35,6.85,0.0185,0,14,14,0.0,62.25,62.25
25A,127,5,12,10,20,17,30,54.63,122.62,4.17,510.93,28.39,0.0409,0,18,18,0.0,57.32,57.32
25A,128,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,13,13,0.0,63.15,63.15
25A,129,5,15,14,28,20,42,70.21,181.52,4.67,847.1,47.06,0.0605,0,18,17,0.0,55.19,55.19
25A,130,5,13,12,24,18,36,59.72,150.12,4.62,692.85,38.49,0.05,0,14,13,0.0,58.85,58.85
25A,131,4,10,8,16,14,24,41.22,91.38,3.2,292.4,16.24,0.0305,0,8,8,0.0,65.49,65.49
25A,132,3,6,3,6,9,9,20.26,28.53,1.5,42.79,2.38,0.0095,0,11,11,0.0,66.69,66.69
25A,133,4,8,7,14,12,21,32.0,75.28,3.5,263.49,14.64,0.0251,0,20,17,17.65,81.84,81.84
25A,134,5,19,14,28,24,42,92.32,192.57,3.68,709.46,39.41,0.0642,0,11,7,14.29,84.72,84.72
25A,135,4,15,10,20,19,30,66.6,127.44,2.67,339.83,18.88,0.0425,0,15,13,0.0,60.29,60.29
25A,136,6,17,14,28,23,42,85.0,189.99,4.94,938.77,52.15,0.0633,0,14,14,0.0,57.83,57.83
25A,137,4,9,7,14,13,21,36.53,77.71,3.11,241.76,13.43,0.0259,0,9,8,0.0,66.12,66.12
25A,138,4,10,9,18,14,27,41.22,102.8,3.6,370.07,20.56,0.0343,0,19,17,0.0,58.26,58.26
25A,139,4,10,9,18,14,27,41.22,102.8,3.6,370.07,20.56,0.0343,0,18,17,0.0,58.26,58.26
25A,140,4,11,7,14,15,21,46.05,82.04,2.55,208.84,11.6,0.0273,0,9,9,0.0,64.57,64.57
25A,141,4,13,11,22,17,33,56.11,134.89,3.38,456.54,25.36,0.045,0,17,13,0.0,59.71,59.71
25A,142,5,11,12,24,16,36,49.66,144.0,5.45,785.45,43.64,0.048,0,21,21,0.0,54.7,54.7
25A,143,4,17,11,22,21,33,77.49,144.95,2.59,375.16,20.84,0.0483,0,24,19,0.0,56.17,56.17
25A,144,6,29,22,45,35,67,156.39,343.66,4.66,1599.81,88.88,0.1146,0,16,14,0.0,55.63,55.63
25A,145,4,8,5,10,12,15,32.0,53.77,2.5,134.44,7.47,0.0179,0,9,9,0.0,66.66,66.66
25A,146,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,14,13,0.0,63.15,63.15
25A,147,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,3,3,0.0,79.3,79.3
25A,148,5,15,17,34,20,51,70.21,220.42,5.67,1249.04,69.39,0.0735,0,25,25,0.0,52.02,52.02
25A,149,3,8,7,14,11,21,28.75,72.65,2.62,190.7,10.59,0.0242,0,18,18,0.0,59.05,59.05
25A,150,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,11,11,0.0,64.99,64.99
25A,151,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,10,8,0.0,66.03,66.03
25A,152,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,9,6,0.0,74.29,74.29
25A,153,3,4,4,8,7,12,12.75,33.69,3.0,101.06,5.61,0.0112,0,13,13,0.0,64.47,64.47
25A,154,4,9,7,14,13,21,36.53,77.71,3.11,241.76,13.43,0.0259,0,17,15,0.0,60.57,60.57
25A,155,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,3,17,13,0.0,63.15,63.15
25A,156,4,12,9,18,16,27,51.02,108.0,3.0,324.0,18.0,0.036,0,19,19,0.0,56.66,56.66
25A,157,5,20,14,28,25,42,98.05,195.04,3.5,682.65,37.92,0.065,0,17,17,0.0,55.64,55.64
25A,158,4,12,10,20,16,30,51.02,120.0,3.33,400.0,22.22,0.04,0,25,23,4.76,67.44,67.44
25A,159,3,11,11,22,14,33,42.81,125.64,3.0,376.93,20.94,0.0419,0,19,19,0.0,56.33,56.33
25A,160,3,8,9,18,11,27,28.75,93.4,3.38,315.24,17.51,0.0311,0,19,19,0.0,57.5,57.5
25A,161,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,9,9,0.0,67.45,67.45
25A,162,3,11,8,16,14,24,42.81,91.38,2.18,199.37,11.08,0.0305,0,15,14,0.0,60.6,60.6
25A,163,7,15,16,32,22,48,78.25,214.05,7.47,1598.26,88.79,0.0714,0,24,22,0.0,53.19,53.19
25A,164,5,16,13,26,21,39,75.61,171.3,4.06,695.91,38.66,0.0571,7,31,33,0.0,49.89,49.89
25A,mean,4.07,11.99,9.62,19.15,16.06,28.77,53.54,121.39,3.23,488.61,27.15,0.04,0.15,15.09,14.42,1.67,61.79,61.79
25A,std,1.1,6.93,6.6,13.45,7.66,20.04,43.04,117.46,1.35,770.83,42.82,0.04,0.91,6.14,5.84,12.63,7.5,7.5
252C,1,4,11,6,12,15,18,46.05,70.32,2.18,153.43,8.52,0.0234,0,13,12,0.0,63.12,63.12
252C,2,5,15,10,20,20,30,70.21,129.66,3.33,432.19,24.01,0.0432,0,11,11,0.0,61.95,61.95
252C,3,8,18,12,24,26,36,99.06,169.22,5.33,902.48,50.14,0.0564,0,13,12,0.0,60.18,60.18
252C,4,5,14,9,18,19,27,64.91,114.69,3.21,368.66,20.48,0.0382,0,10,10,0.0,63.36,63.36
252C,mean,5.5,14.5,9.25,18.5,20,27.75,70.06,120.97,3.51,464.19,25.79,0.04,0,11.75,11.25,0.0,62.15,62.15
252C,std,1.5,2.5,2.17,4.33,3.94,6.5,19.0,35.39,1.14,273.32,15.19,0.01,0.0,1.3,0.83,0.0,1.26,1.26
252D,1,5,13,10,20,18,30,59.72,125.1,3.85,481.15,26.73,0.0417,8,32,29,0.0,52.2,52.2
252D,mean,5,13,10,20,18,30,59.72,125.1,3.85,481.15,26.73,0.04,8,32,29,0.0,52.2,52.2
252D,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257C,1,9,31,34,67,40,101,182.11,537.51,9.73,5227.76,290.43,0.1792,14,44,32,0.0,46.03,46.03
257C,2,4,12,7,13,16,20,51.02,80.0,2.17,173.33,9.63,0.0267,4,25,17,11.76,78.37,78.37
257C,3,5,17,11,22,22,33,81.1,147.16,3.24,476.11,26.45,0.0491,0,17,11,0.0,61.7,61.7
257C,4,4,12,9,17,16,26,51.02,104.0,2.83,294.67,16.37,0.0347,0,23,18,0.0,57.69,57.69
257C,5,4,12,8,15,16,23,51.02,92.0,2.5,230.0,12.78,0.0307,0,10,7,14.29,87.91,87.91
257C,6,5,18,11,22,23,33,86.67,149.28,3.06,456.13,25.34,0.0498,3,16,14,0.0,59.24,59.24
257C,7,5,13,8,15,18,23,59.72,95.91,2.88,276.66,15.37,0.032,0,11,11,0.0,63.0,63.0
257C,mean,5.14,16.43,12.57,24.43,21.57,37,80.38,172.27,3.77,1019.24,56.62,0.06,3,20.86,15.71,3.72,64.85,64.85
257C,std,1.64,6.39,8.86,17.68,8.0,26.54,43.76,151.19,2.45,1721.24,95.62,0.05,4.75,10.76,7.52,5.92,12.9,12.9
257A,1,4,8,8,15,12,23,32.0,82.45,3.75,309.2,17.18,0.0275,0,26,25,0.0,55.28,55.28
257A,2,4,6,6,11,10,17,23.51,56.47,3.67,207.07,11.5,0.0188,4,19,16,0.0,60.93,60.93
257A,3,5,8,7,13,13,20,35.61,74.01,4.06,300.66,16.7,0.0247,5,17,15,0.0,60.45,60.45
257A,4,6,9,8,15,15,23,44.04,89.86,5.0,449.29,24.96,0.03,0,12,12,0.0,62.11,62.11
257A,5,8,15,20,38,23,58,82.6,262.37,10.13,2658.65,147.7,0.0875,0,43,29,46.43,78.69,78.69
257A,6,6,9,8,15,15,23,44.04,89.86,5.0,449.29,24.96,0.03,0,12,12,0.0,62.11,62.11
257A,7,4,6,7,13,10,20,23.51,66.44,4.33,287.9,15.99,0.0221,0,17,16,0.0,60.03,60.03
257A,mean,5.29,8.71,9.14,17.14,14,26.29,40.76,103.07,5.13,666.01,37.0,0.03,1.29,20.86,17.86,6.63,62.8,62.8
257A,std,1.39,2.81,4.49,8.63,4.14,13.11,18.79,66.02,2.1,817.57,45.42,0.02,2.05,10.05,6.08,16.25,6.83,6.83
26C,1,13,77,101,200,90,301,530.65,1954.05,16.88,32990.42,1832.8,0.6513,26,119,121,1.77,33.83,33.83
26C,2,7,41,68,136,48,204,239.31,1139.33,11.61,13227.37,734.85,0.3798,1,52,46,13.04,59.67,59.67
26C,mean,10,59,84.5,168,69,252.5,384.98,1546.69,14.24,23108.9,1283.83,0.52,13.5,85.5,83.5,7.4,46.75,46.75
26C,std,3.0,18.0,16.5,32.0,21.0,48.5,145.67,407.36,2.63,9881.52,548.98,0.14,12.5,33.5,37.5,5.63,12.92,12.92
26D,1,6,14,11,22,20,33,68.81,142.62,4.71,672.37,37.35,0.0475,3,19,13,15.38,81.31,81.31
26D,2,7,13,13,25,20,38,67.76,164.23,6.73,1105.42,61.41,0.0547,0,8,8,0.0,64.25,64.25
26D,3,7,13,13,25,20,38,67.76,164.23,6.73,1105.42,61.41,0.0547,0,9,8,12.5,83.8,83.8
26D,4,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,3,12,11,0.0,62.64,62.64
26D,mean,6.25,12.75,11.5,22.5,19,34,63.5,144.77,5.57,831.26,46.18,0.05,1.5,12,10,6.97,73.0,73.0
26D,std,0.83,1.09,1.66,2.87,1.73,4.53,8.0,22.99,1.19,286.02,15.89,0.01,1.5,4.3,2.12,7.04,9.61,9.61
261A,1,3,9,6,12,12,18,33.28,64.53,2.0,129.06,7.17,0.0215,1,10,9,0.0,66.24,66.24
261A,2,6,33,30,60,39,90,181.97,475.69,5.45,2594.65,144.15,0.1586,5,49,41,0.0,44.32,44.32
261A,3,6,33,30,60,39,90,181.97,475.69,5.45,2594.65,144.15,0.1586,5,49,41,0.0,44.32,44.32
261A,4,3,8,6,12,11,18,28.75,62.27,2.25,140.11,7.78,0.0208,0,21,17,0.0,59.79,59.79
261A,5,2,6,4,8,8,12,17.51,36.0,1.33,48.0,2.67,0.012,0,5,6,0.0,71.86,71.86
261A,6,2,7,4,8,9,12,21.65,38.04,1.14,43.47,2.42,0.0127,0,17,19,0.0,60.1,60.1
261A,7,2,7,4,8,9,12,21.65,38.04,1.14,43.47,2.42,0.0127,2,27,17,6.25,76.3,76.3
261A,mean,3.43,14.71,12,24,18.14,36,69.54,170.04,2.68,799.06,44.39,0.06,1.86,25.43,21.43,0.89,60.42,60.42
261A,std,1.68,11.6,11.41,22.83,13.25,34.24,71.27,193.61,1.8,1136.24,63.12,0.06,2.1,16.3,13.11,2.19,11.56,11.56
265A,1,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,8,7,0.0,71.59,71.59
265A,2,4,9,7,14,13,21,36.53,77.71,3.11,241.76,13.43,0.0259,0,8,8,0.0,66.52,66.52
265A,3,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,9,7,0.0,71.34,71.34
265A,4,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,8,7,0.0,71.59,71.59
265A,5,4,7,5,10,11,15,27.65,51.89,2.86,148.26,8.24,0.0173,0,7,7,0.0,69.02,69.02
265A,6,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,10,7,0.0,71.59,71.59
265A,7,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,7,9,0.0,69.21,69.21
265A,8,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,8,8,0.0,70.33,70.33
265A,9,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,8,8,0.0,66.57,66.57
265A,10,2,6,4,8,8,12,17.51,36.0,1.33,48.0,2.67,0.012,0,8,8,0.0,68.86,68.86
265A,11,9,31,23,45,40,68,182.11,361.89,6.53,2363.97,131.33,0.1206,12,86,56,7.02,58.26,58.26
265A,12,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,8,7,0.0,71.59,71.59
265A,13,2,6,4,8,8,12,17.51,36.0,1.33,48.0,2.67,0.012,3,12,10,0.0,66.75,66.75
265A,14,5,8,6,12,13,18,35.61,66.61,3.75,249.78,13.88,0.0222,0,5,6,0.0,69.72,69.72
265A,15,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,9,9,0.0,69.21,69.21
265A,16,2,6,5,10,8,15,17.51,45.0,1.67,75.0,4.17,0.015,0,9,9,0.0,67.07,67.07
265A,17,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,10,7,66.67,100.0,100.0
265A,18,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,9,7,0.0,71.59,71.59
265A,19,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,10,7,0.0,71.59,71.59
265A,20,5,12,9,18,17,27,54.63,110.36,3.75,413.86,22.99,0.0368,0,14,12,8.33,78.08,78.08
265A,21,2,5,4,8,7,12,13.61,33.69,1.6,53.9,2.99,0.0112,0,12,9,11.11,86.58,86.58
265A,22,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,9,9,0.0,68.96,68.96
265A,23,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,3,11,9,0.0,69.21,69.21
265A,24,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,10,7,0.0,71.59,71.59
265A,25,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,7,7,0.0,71.59,71.59
265A,26,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,7,7,0.0,71.59,71.59
265A,27,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,8,8,0.0,70.33,70.33
265A,28,3,4,4,8,7,12,12.75,33.69,3.0,101.06,5.61,0.0112,0,11,9,0.0,68.09,68.09
265A,29,2,4,3,6,6,9,10.0,23.26,1.5,34.9,1.94,0.0078,0,9,7,0.0,71.59,71.59
265A,mean,2.72,6.1,4.55,9.07,8.83,13.62,22.17,46.74,2.04,159.07,8.84,0.02,0.62,11.62,9.59,3.21,71.38,71.38
265A,std,1.51,5.14,3.8,7.44,6.56,11.24,32.26,63.29,1.12,426.12,23.67,0.02,2.28,14.17,8.86,12.3,6.95,6.95
266B,1,5,15,9,18,20,27,70.21,116.69,3.0,350.08,19.45,0.0389,0,22,21,0.0,55.47,55.47
266B,2,5,10,9,18,15,27,44.83,105.49,4.5,474.69,26.37,0.0352,0,18,13,0.0,60.86,60.86
266B,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,5,0.0,100.0,100.0
266B,4,7,22,20,39,29,59,117.76,286.62,6.2,1778.35,98.8,0.0955,0,28,26,0.0,50.04,50.04
266B,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,5,0.0,100.0,100.0
266B,6,7,17,16,31,24,47,89.14,215.49,6.38,1375.35,76.41,0.0718,0,24,20,0.0,54.34,54.34
266B,7,5,13,11,22,18,33,59.72,137.61,4.23,582.19,32.34,0.0459,0,17,17,0.0,57.51,57.51
266B,8,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,0,15,12,0.0,61.41,61.41
266B,9,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,6,6,0.0,78.02,78.02
266B,10,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,6,6,0.0,78.02,78.02
266B,11,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,0,15,15,0.0,59.3,59.3
266B,12,5,12,11,21,17,32,54.63,130.8,4.38,572.24,31.79,0.0436,7,20,15,0.0,58.45,58.45
266B,13,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,6,0.0,100.0,100.0
266B,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7,6,0.0,100.0,100.0
266B,15,3,5,5,10,8,15,16.36,45.0,3.0,135.0,7.5,0.015,0,12,13,0.0,63.59,63.59
266B,16,5,9,8,16,14,24,40.14,91.38,4.44,406.12,22.56,0.0305,0,11,11,0.0,62.88,62.88
266B,17,2,8,5,10,10,15,26.0,49.83,1.25,62.29,3.46,0.0166,0,27,17,5.88,74.42,74.42
266B,18,6,15,13,26,21,39,74.11,171.3,5.2,890.76,49.49,0.0571,0,18,18,0.0,56.04,56.04
266B,19,5,10,9,18,15,27,44.83,105.49,4.5,474.69,26.37,0.0352,4,17,15,0.0,59.24,59.24
266B,20,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,2,11,10,0.0,69.91,69.91
266B,21,5,10,8,14,15,22,44.83,85.95,3.5,300.83,16.71,0.0287,5,22,19,0.0,57.75,57.75
266B,22,5,10,7,14,15,21,44.83,82.04,3.5,287.16,15.95,0.0273,0,15,15,0.0,60.27,60.27
266B,23,2,9,6,12,11,18,30.53,62.27,1.33,83.03,4.61,0.0208,2,15,16,0.0,60.5,60.5
266B,24,6,18,17,34,24,51,90.57,233.83,5.67,1325.05,73.61,0.0779,0,16,16,0.0,56.2,56.2
266B,25,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,0,14,14,0.0,59.95,59.95
266B,26,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,32,10,180.0,74.4,74.4
266B,27,6,17,14,28,23,42,85.0,189.99,4.94,938.77,52.15,0.0633,0,18,18,0.0,55.85,55.85
266B,28,5,11,10,20,16,30,49.66,120.0,4.55,545.45,30.3,0.04,0,23,23,0.0,54.8,54.8
266B,29,4,10,7,14,14,21,41.22,79.95,2.8,223.87,12.44,0.0267,0,17,17,0.0,59.03,59.03
266B,30,5,11,9,18,16,27,49.66,108.0,4.09,441.82,24.55,0.036,0,18,18,0.0,57.57,57.57
