problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
595B,pass@12,8.0,48.0,42.0,84.0,56.0,126.0,292.08,731.73,7.0,5122.09,284.56,0.2439,8.0,38.0,40.0,23.68,68.66,68.66
595B,pass@13,7.0,44.0,33.0,66.0,51.0,99.0,259.87,561.57,5.25,2948.24,163.79,0.1872,7.0,41.0,43.0,4.88,57.09,57.09
595B,pass@14,7.0,28.0,20.0,40.0,35.0,60.0,154.26,307.76,5.0,1538.78,85.49,0.1026,2.0,30.0,32.0,0.0,49.48,49.48
595B,pass@15,7.0,33.0,25.0,50.0,40.0,75.0,186.12,399.14,5.3,2116.68,117.59,0.133,9.0,33.0,35.0,12.12,66.07,66.21
595B,pass@16,8.0,25.0,22.0,44.0,33.0,66.0,140.1,332.93,7.04,2343.83,130.21,0.111,1.0,40.0,42.0,0.0,46.66,46.79
595B,pass@17,9.0,52.0,50.0,100.0,61.0,150.0,324.95,889.61,8.65,7698.55,427.7,0.2965,7.0,42.0,44.0,28.57,68.58,68.72
595B,pass@18,8.0,38.0,33.0,66.0,46.0,99.0,223.42,546.83,6.95,3799.05,211.06,0.1823,8.0,30.0,32.0,0.0,46.92,46.92
595B,pass@19,7.0,26.0,18.0,36.0,33.0,54.0,141.86,272.4,4.85,1320.08,73.34,0.0908,2.0,31.0,33.0,0.0,49.42,49.55
595B,pass@20,7.0,29.0,23.0,46.0,36.0,69.0,160.53,356.72,5.55,1980.44,110.02,0.1189,2.0,34.0,36.0,5.88,61.99,61.99
595B,pass@21,7.0,21.0,13.0,26.0,28.0,39.0,111.89,187.49,4.33,812.44,45.14,0.0625,1.0,29.0,31.0,0.0,51.42,51.42
595B,pass@22,8.0,30.0,23.0,46.0,38.0,69.0,171.21,362.11,6.13,2220.92,123.38,0.1207,2.0,30.0,32.0,6.67,63.89,63.89
595B,pass@23,8.0,19.0,12.0,24.0,27.0,36.0,104.71,171.18,5.05,864.89,48.05,0.0571,1.0,22.0,24.0,0.0,54.12,54.12
595B,pass@24,9.0,38.0,38.0,74.0,47.0,112.0,227.95,622.11,8.76,5451.68,302.87,0.2074,11.0,45.0,47.0,15.56,63.67,63.81
